user_id,age,gender,city,traffic_source,order_id,status,product_id,product_category,product_name,product_retail_price,dc_name,d_lat,d_long,u_lat,u_long,dc2c_distance,created_at,shipped_at,delivered_at,prep_time,delivery_time,total_time
41634,52,F,Waukegan,Search,52314,Complete,7975,Blazers & Jackets,FUCHSIA KIMONO DUSTER JACKET LONG STRETCH JERSEY LAGENLOOK - FITS (ONE SIZE) - L XL 1X 2X - U526S LOTUSTRADERS,52.99000168,Mobile AL,30.6944,-88.0431,42.35277198,-87.86465898,1296.448978,2024-01-20 14:06:01.064433 UTC,2024-01-21 03:13:47.064433 UTC,2024-01-22 11:19:47.064433 UTC,787,1926,2713
17218,48,F,Oakland,Search,21677,Complete,8019,Blazers & Jackets,KHAKI BROWN JACKET ASYM CASCADE LAGENLOOK BATIK - FITS (ONE SIZE) - L 1X 2X - U808S LOTUSTRADERS,47.99000168,Mobile AL,30.6944,-88.0431,37.82990164,-122.2086943,3219.115672,2023-11-14 12:12:14.000000 UTC,2023-11-16 00:16:00.000000 UTC,2023-11-20 11:36:00.000000 UTC,2163,6440,8603
30370,64,F,Upper Arlington,Search,38105,Returned,3396,Dresses,BB Dakota Juniors Neva,97,Mobile AL,30.6944,-88.0431,40.02241813,-83.07677841,1130.268352,2023-10-20 08:21:16.000000 UTC,2023-10-21 09:25:00.000000 UTC,2023-10-21 10:37:00.000000 UTC,1503,72,1575
84530,65,F,West Little River,Search,106075,Returned,3992,Dresses,BCBGeneration Women's Blouse Sleeve Dress,108,Mobile AL,30.6944,-88.0431,25.85179558,-80.23811954,934.5110161,2023-12-25 17:39:47.000000 UTC,2023-12-26 03:34:00.000000 UTC,2023-12-28 18:55:00.000000 UTC,594,3801,4395
39405,61,F,Lawrence,Search,49505,Returned,3607,Dresses,BCBGeneration Women's Off Shoulder Dress,78,Mobile AL,30.6944,-88.0431,39.89179078,-85.96894425,1039.791561,2023-12-16 10:53:10.000000 UTC,2023-12-18 16:56:00.000000 UTC,2023-12-22 13:47:00.000000 UTC,3242,5571,8813
69540,66,F,Los Angeles,Search,87298,Complete,3804,Dresses,BCBGeneration Women's One Shoulder Dress,118,Mobile AL,30.6944,-88.0431,33.94887889,-118.2466266,2850.75811,2023-08-21 23:50:16.000000 UTC,2023-08-21 12:49:00.000000 UTC,2023-08-25 11:59:00.000000 UTC,-661,5710,5049
69359,46,F,Hammonton,Search,87062,Complete,3118,Dresses,BCBGeneration Women's Sleeveless Back Cutout Dress,98,Mobile AL,30.6944,-88.0431,39.64184076,-74.76487607,1561.107094,2023-07-28 10:22:14.000000 UTC,2023-07-25 04:50:00.000000 UTC,2023-07-25 12:10:00.000000 UTC,-4652,440,-4212
72451,48,F,Stockton,Search,90989,Complete,3275,Dresses,Curve Appeal Cowl Neck Short Sleeve Sweater with Contrast PU Belt,19.98999977,Mobile AL,30.6944,-88.0431,37.97295692,-121.3220705,3142.766532,2023-12-20 15:39:24.000000 UTC,2023-12-19 09:15:00.000000 UTC,2023-12-19 16:53:00.000000 UTC,-1824,458,-1366
95843,38,F,Fruit Cove,Search,120286,Complete,3250,Dresses,Jax Women's Contrast Lining Dress,138,Mobile AL,30.6944,-88.0431,30.07213158,-81.60314335,621.5178459,2024-01-01 02:22:01.000000 UTC,2024-01-03 02:17:00.000000 UTC,2024-01-05 23:38:00.000000 UTC,2874,4161,7035
88902,28,F,Lilburn,Facebook,111537,Returned,3631,Dresses,Jax Women's Crochet Dress,138,Mobile AL,30.6944,-88.0431,33.87093061,-84.11291319,511.0498328,2023-06-11 11:54:20.000000 UTC,2023-06-12 02:13:00.000000 UTC,2023-06-12 04:17:00.000000 UTC,858,124,982
58221,14,F,Temple,Search,73124,Complete,3176,Dresses,Jax Women's Foil Dress,158,Mobile AL,30.6944,-88.0431,31.10333033,-97.42011089,895.5816557,2024-01-17 18:07:02.000000 UTC,2024-01-20 17:19:00.000000 UTC,2024-01-25 04:24:00.000000 UTC,4271,6425,10696
54238,30,F,Brigham City,Search,68090,Returned,4023,Dresses,Rebecca Taylor Women's Nailhead Dress,450,Mobile AL,30.6944,-88.0431,41.52609655,-112.0536762,2458.25943,2023-03-09 05:20:33.000000 UTC,2023-03-08 08:08:00.000000 UTC,2023-03-12 10:09:00.000000 UTC,-1272,5881,4609
28760,18,F,Pomona,Search,36104,Complete,2391,Fashion Hoodies & Sweatshirts,American Apparel Unisex Poplin Hooded Zip Jacket,38,Mobile AL,30.6944,-88.0431,34.06326541,-117.7869778,2808.19966,2023-12-18 03:03:59.000000 UTC,2023-12-20 23:48:00.000000 UTC,2023-12-21 23:45:00.000000 UTC,4124,1437,5561
68721,24,F,Paterson,Organic,86318,Complete,2330,Fashion Hoodies & Sweatshirts,American Apparel Unisex Tri-Blend Hoodie,51,Mobile AL,30.6944,-88.0431,40.91295233,-74.17101196,1686.06831,2023-05-09 09:30:52.000000 UTC,2023-05-09 13:10:00.000000 UTC,2023-05-13 23:45:00.000000 UTC,219,6395,6614
19409,33,M,Eastlawn Gardens,Search,24425,Complete,17760,Fashion Hoodies & Sweatshirts,Armada Rekon Softshell 2L Hoodie 2013,119.9499969,Mobile AL,30.6944,-88.0431,40.75754665,-75.31859831,1600.295912,2024-01-05 18:28:45.000000 UTC,2024-01-08 00:20:00.000000 UTC,2024-01-11 17:33:00.000000 UTC,3231,5353,8584
5075,14,M,Joliet,Organic,6313,Complete,17135,Fashion Hoodies & Sweatshirts,Armani Exchange Wide Stripe Thermal,42,Mobile AL,30.6944,-88.0431,41.57073188,-88.23063581,1209.509274,2023-12-15 23:56:54.000000 UTC,2023-12-16 09:15:00.000000 UTC,2023-12-20 23:04:00.000000 UTC,558,6589,7147
99151,60,M,Walla Walla,Search,124430,Complete,17724,Fashion Hoodies & Sweatshirts,DTA SECURED BY ROGUE STATUS Men's Crown Pullover Hoodie,55.95000076,Mobile AL,30.6944,-88.0431,46.08803728,-118.3117632,3115.185628,2023-08-23 13:04:35.000000 UTC,2023-08-21 09:00:00.000000 UTC,2023-08-24 08:55:00.000000 UTC,-3124,4315,1191
88762,34,F,Webster Groves,Search,111350,Complete,1991,Fashion Hoodies & Sweatshirts,District Threads DT290 - Juniors Core Fleece Full-Zip Hoodie,32.33000183,Mobile AL,30.6944,-88.0431,38.58870402,-90.35112764,902.7473603,2024-01-04 14:36:53.000000 UTC,2024-01-05 05:18:00.000000 UTC,2024-01-05 09:37:00.000000 UTC,881,259,1140
44302,67,F,Louisville,Email,55685,Returned,1920,Fashion Hoodies & Sweatshirts,District Threads DT291 - Juniors Core Fleece Pullover Hoodie,30.97999954,Mobile AL,30.6944,-88.0431,38.19100366,-85.83838377,857.6686781,2023-05-30 00:16:19.000000 UTC,2023-05-29 18:48:00.000000 UTC,2023-05-30 15:12:00.000000 UTC,-328,1224,896
34005,20,F,DeKalb,Search,42672,Returned,1569,Fashion Hoodies & Sweatshirts,District Threads Junior Ladies Long Sleeve Thermal Henley Hoodie. DT218H,39.99000168,Mobile AL,30.6944,-88.0431,41.90160757,-88.75468291,1247.801552,2023-12-10 15:43:51.000000 UTC,2023-12-08 11:50:00.000000 UTC,2023-12-10 19:06:00.000000 UTC,-3113,3316,203
25769,27,M,Wheaton,Search,32359,Complete,17426,Fashion Hoodies & Sweatshirts,Famous Stars and Straps Men's Fams Zip Hood Jacket,63.95000076,Mobile AL,30.6944,-88.0431,41.84168191,-88.11665372,1239.53859,2023-06-05 22:08:29.000000 UTC,2023-06-05 23:05:00.000000 UTC,2023-06-08 19:09:00.000000 UTC,56,4084,4140
2846,18,M,Redmond,Search,3495,Complete,17252,Fashion Hoodies & Sweatshirts,Fleece Essential Full-Zip Hoodie,23.95000076,Mobile AL,30.6944,-88.0431,47.68094203,-122.1210005,3449.650405,2023-06-11 00:23:21.000000 UTC,2023-06-08 13:20:00.000000 UTC,2023-06-08 16:48:00.000000 UTC,-3543,208,-3335
56792,27,M,Upland,Organic,71339,Returned,17252,Fashion Hoodies & Sweatshirts,Fleece Essential Full-Zip Hoodie,23.95000076,Mobile AL,30.6944,-88.0431,34.10517435,-117.6623834,2796.681019,2024-01-14 13:24:43.000000 UTC,2024-01-15 02:51:00.000000 UTC,2024-01-17 17:24:00.000000 UTC,806,3753,4559
94074,57,F,Bemidji,Search,118025,Returned,1557,Fashion Hoodies & Sweatshirts,Hoodie Buddie Built-In MP3 Headphone Buds Pullover Pink Sweatshirt Pull Over,25,Mobile AL,30.6944,-88.0431,47.51729208,-94.8691208,1959.206033,2023-05-19 01:02:21.000000 UTC,2023-05-17 12:06:00.000000 UTC,2023-05-20 21:40:00.000000 UTC,-2216,4894,2678
4263,12,M,Snellville,Organic,5279,Returned,17123,Fashion Hoodies & Sweatshirts,Hoodie Buddie MP3 Earbuds Pullover Purple Brushed Stripe Sweatshirt Jacket Headphone,29.98999977,Mobile AL,30.6944,-88.0431,33.80015151,-84.03302061,511.2633501,2024-01-22 04:51:54.414801 UTC,2024-01-24 03:42:19.414801 UTC,2024-01-27 23:35:19.414801 UTC,2810,5513,8323
74698,15,F,West Whittier-Los Nietos,Search,93783,Complete,2006,Fashion Hoodies & Sweatshirts,Hyp Sportswear Ladies Vintage Pullover Hody. HY203,17.98999977,Mobile AL,30.6944,-88.0431,33.97688867,-118.0658828,2834.035306,2023-11-21 02:54:32.000000 UTC,2023-11-17 17:24:00.000000 UTC,2023-11-21 04:12:00.000000 UTC,-4890,4968,78
40309,64,M,Santa Fe Springs,Search,50656,Complete,17795,Fashion Hoodies & Sweatshirts,Keep On Truckin' Apparel Mr. Natural Raising Hope Hoodie an R. Crumb image,49.95000076,Mobile AL,30.6944,-88.0431,33.93226184,-118.0625165,2833.812103,2023-10-04 01:33:39.000000 UTC,2023-10-06 09:38:00.000000 UTC,2023-10-09 11:21:00.000000 UTC,3364,4423,7787
28039,56,M,Lucas,Organic,35192,Complete,17450,Fashion Hoodies & Sweatshirts,Nautica Men's Hooded Windowpane Fleece Sweatshirt,57.99000168,Mobile AL,30.6944,-88.0431,33.08910561,-96.60836541,851.0376513,2023-11-24 08:46:38.000000 UTC,2023-11-22 07:27:00.000000 UTC,2023-11-22 23:46:00.000000 UTC,-2959,979,-1980
68084,40,M,Cheektowaga,Search,85488,Complete,17893,Fashion Hoodies & Sweatshirts,Nautica Quarter Zip Shirt,63.59999847,Mobile AL,30.6944,-88.0431,42.92892377,-78.75226119,1589.751771,2023-11-25 06:15:12.000000 UTC,2023-11-25 13:30:00.000000 UTC,2023-11-29 06:29:00.000000 UTC,434,5339,5773
91875,63,M,Yakima,Search,115194,Complete,17910,Fashion Hoodies & Sweatshirts,Oakley Men's Full Of It Pullover,45,Mobile AL,30.6944,-88.0431,46.61735421,-120.7092168,3307.902726,2023-09-27 23:12:25.000000 UTC,2023-09-24 03:49:00.000000 UTC,2023-09-26 10:46:00.000000 UTC,-5483,3297,-2186
94506,41,M,Metairie,Search,118592,Complete,17910,Fashion Hoodies & Sweatshirts,Oakley Men's Full Of It Pullover,45,Mobile AL,30.6944,-88.0431,29.98324369,-90.16563678,218.499568,2024-01-21 06:08:45.726893 UTC,2024-01-21 18:28:29.726893 UTC,2024-01-23 08:24:29.726893 UTC,739,2276,3015
54097,46,M,Mission Viejo,Search,67883,Returned,17460,Fashion Hoodies & Sweatshirts,Oakley Square O Hoodie Black Mens,45,Mobile AL,30.6944,-88.0431,33.60990687,-117.6662805,2798.003412,2024-01-15 07:47:45.000000 UTC,2024-01-15 11:20:00.000000 UTC,2024-01-18 13:26:00.000000 UTC,212,4446,4658
87769,24,M,Rock Island,Search,110104,Complete,17403,Fashion Hoodies & Sweatshirts,Oneill Men's Pounder Zip Up Sweater,33.38000107,Mobile AL,30.6944,-88.0431,41.47576758,-90.5784251,1220.12543,2023-11-22 13:12:10.000000 UTC,2023-11-25 16:27:00.000000 UTC,2023-11-30 00:37:00.000000 UTC,4514,6250,10764
49987,52,M,Baltimore,Search,62684,Complete,17347,Fashion Hoodies & Sweatshirts,Port & Company - Pullover Hooded Sweatshirt.,36.11999893,Mobile AL,30.6944,-88.0431,39.36651927,-76.58748011,1418.266882,2023-09-18 04:11:48.000000 UTC,2023-09-17 04:53:00.000000 UTC,2023-09-21 21:08:00.000000 UTC,-1398,6735,5337
82827,44,M,Dalton,Search,103915,Complete,17606,Fashion Hoodies & Sweatshirts,RVCA Men's Captain Long Sleeve Pullover,66,Mobile AL,30.6944,-88.0431,34.79703304,-84.91406684,541.9044614,2023-04-13 14:38:09.000000 UTC,2023-04-16 14:22:00.000000 UTC,2023-04-18 15:28:00.000000 UTC,4303,2946,7249
56746,30,M,Hickory,Search,71271,Complete,17455,Fashion Hoodies & Sweatshirts,RVCA Men's Overtime Fleece Long Sleeve Hoodie,62,Mobile AL,30.6944,-88.0431,35.77111437,-81.32314993,841.7790038,2023-08-05 21:31:42.000000 UTC,2023-08-06 02:46:00.000000 UTC,2023-08-09 15:43:00.000000 UTC,314,5097,5411
81751,28,M,Huntsville,Organic,102534,Complete,17407,Fashion Hoodies & Sweatshirts,RVCA Men's Scallywag Pullover,66,Mobile AL,30.6944,-88.0431,34.79750418,-86.50629926,478.3264871,2024-01-14 11:42:17.000000 UTC,2024-01-15 12:16:00.000000 UTC,2024-01-16 13:58:00.000000 UTC,1473,1542,3015
26632,34,M,El Paso,Search,33447,Returned,17780,Fashion Hoodies & Sweatshirts,Union Jeans Men's High-Sierra Pull Over Hoodie,58,Mobile AL,30.6944,-88.0431,31.7665982,-106.4247774,1749.740516,2023-12-06 04:18:51.000000 UTC,2023-12-08 14:08:00.000000 UTC,2023-12-13 04:35:00.000000 UTC,3469,6627,10096
57816,25,F,Blue Springs,Facebook,72614,Returned,11229,Intimates,2nd Stage Marena Support Girdle with Suspenders and No Legs (F5 Certified Compression Garment),85.73999786,Mobile AL,30.6944,-88.0431,39.01933806,-94.30220628,1086.992646,2023-06-29 08:03:36.000000 UTC,2023-06-29 21:40:00.000000 UTC,2023-06-30 11:35:00.000000 UTC,816,835,1651
56913,17,F,Santa Rosa,Display,71480,Complete,11164,Intimates,American Apparel Cotton Spandex Jersey Basic Bodysuit,26,Mobile AL,30.6944,-88.0431,38.46030474,-122.5981313,3258.399057,2023-10-17 23:14:18.000000 UTC,2023-10-16 05:24:00.000000 UTC,2023-10-18 11:53:00.000000 UTC,-2510,3269,759
62710,19,F,New York,Display,78787,Complete,10887,Intimates,American Apparel Stretch Floral Lace Thong,16,Mobile AL,30.6944,-88.0431,40.66726077,-73.98246525,1682.084127,2024-01-13 04:21:05.000000 UTC,2024-01-10 10:42:00.000000 UTC,2024-01-11 06:06:00.000000 UTC,-3939,1164,-2775
58548,61,F,Feasterville-Trevose,Search,73538,Returned,11152,Intimates,Ardyss Body Magic Body Shaper Style 22,195,Mobile AL,30.6944,-88.0431,40.15550484,-74.97826628,1580.529645,2024-01-24 01:24:31.793250 UTC,2024-01-21 14:20:45.793250 UTC,2024-01-26 04:03:45.793250 UTC,-3543,6583,3040
89578,52,F,Colorado Springs,Search,112334,Complete,11334,Intimates,Body Wrap Women's High Waist Panty,46.97999954,Mobile AL,30.6944,-88.0431,38.91151419,-104.7796334,1776.157826,2024-01-18 17:08:50.726029 UTC,2024-01-19 02:33:14.726029 UTC,2024-01-22 16:53:14.726029 UTC,564,5180,5744
13794,65,F,Mission Viejo,Search,17281,Complete,11258,Intimates,Body Wrap Women's Long Leg Panty High Waist,48,Mobile AL,30.6944,-88.0431,33.60990687,-117.6662805,2798.003412,2023-12-25 01:31:55.000000 UTC,2023-12-26 12:44:00.000000 UTC,2023-12-29 04:25:00.000000 UTC,2112,3821,5933
96944,13,F,Issaquah,Organic,121634,Complete,11258,Intimates,Body Wrap Women's Long Leg Panty High Waist,48,Mobile AL,30.6944,-88.0431,47.55908098,-122.0052793,3436.736511,2024-01-04 23:42:14.000000 UTC,2024-01-06 10:06:00.000000 UTC,2024-01-11 02:03:00.000000 UTC,2063,6717,8780
77249,55,F,Delano,Facebook,96898,Complete,12593,Intimates,Braza Cami Lace,10,Mobile AL,30.6944,-88.0431,35.77540666,-119.1752544,2937.251801,2023-07-06 01:36:11.000000 UTC,2023-07-06 07:44:00.000000 UTC,2023-07-10 08:02:00.000000 UTC,367,5778,6145
49201,56,F,Dallas,Search,61676,Complete,12610,Intimates,Braza Liquid Edge II Bra Inserts Style 7550,13,Mobile AL,30.6944,-88.0431,33.98837611,-84.85687963,472.964122,2024-01-19 01:51:43.790948 UTC,2024-01-21 14:30:42.790948 UTC,2024-01-25 06:25:42.790948 UTC,3638,5275,8913
42309,27,F,Yardley,Search,53147,Complete,12649,Intimates,Braza Sew In Cups,10,Mobile AL,30.6944,-88.0431,40.19529275,-74.80968944,1594.584431,2023-12-18 03:51:50.000000 UTC,2023-12-17 21:06:00.000000 UTC,2023-12-20 20:30:00.000000 UTC,-405,4284,3879
74263,44,F,Milwaukee,Search,93228,Complete,11465,Intimates,Comfort Choice Plus Size 2-Pack Half Slips 28 Long ï¿½ï,22.98999977,Mobile AL,30.6944,-88.0431,43.16347442,-87.98986721,1386.505803,2023-12-31 01:29:55.000000 UTC,2024-01-01 03:00:00.000000 UTC,2024-01-01 03:21:00.000000 UTC,1530,21,1551
96777,68,F,Fair Oaks,Organic,121440,Complete,11047,Intimates,Comfort Choice Plus Size 3-Pack Bloomers,29.98999977,Mobile AL,30.6944,-88.0431,38.65172829,-121.2531633,3144.004764,2023-11-19 05:24:46.000000 UTC,2023-11-20 22:05:00.000000 UTC,2023-11-22 21:30:00.000000 UTC,2440,2845,5285
67411,15,F,Gainesville,Facebook,84663,Returned,11349,Intimates,Comfort Choice Plus Size Double Skirted Full Slip,29.98999977,Mobile AL,30.6944,-88.0431,33.65495454,-97.18023181,920.3919489,2023-09-13 01:01:19.000000 UTC,2023-09-13 00:52:00.000000 UTC,2023-09-15 15:40:00.000000 UTC,-9,3768,3759
48861,13,F,Boston,Facebook,61230,Complete,11015,Intimates,Comfort Choice Plus Size High Cut Panty,11.98999977,Mobile AL,30.6944,-88.0431,42.37354362,-71.0170535,1993.299162,2023-12-10 02:05:46.000000 UTC,2023-12-11 00:16:00.000000 UTC,2023-12-14 20:54:00.000000 UTC,1330,5558,6888
64683,61,F,Walnut Creek,Search,81287,Complete,10941,Intimates,Comfort Choice Plus Size Panties cotton 5-pack,22.98999977,Mobile AL,30.6944,-88.0431,37.8969602,-121.982742,3199.860159,2023-05-08 01:45:11.000000 UTC,2023-05-09 02:41:00.000000 UTC,2023-05-14 02:20:00.000000 UTC,1495,7179,8674
61289,54,F,Montrose,Search,76983,Returned,10468,Intimates,Eberjey Colette Racerback Bralette Black,58.95000076,Mobile AL,30.6944,-88.0431,38.49967202,-107.7567679,1996.634052,2024-01-20 03:30:48.982153 UTC,2024-01-20 23:30:33.982153 UTC,2024-01-22 18:34:33.982153 UTC,1199,2584,3783
55175,14,F,New Bern,Search,69257,Complete,11811,Intimates,Eberjey Fanny Camisole Black,70,Mobile AL,30.6944,-88.0431,35.1190909,-76.9760078,1143.376477,2024-01-16 15:20:52.000000 UTC,2024-01-18 07:52:00.000000 UTC,2024-01-22 05:25:00.000000 UTC,2431,5613,8044
70799,13,F,Olympia,Search,88889,Complete,10717,Intimates,Hanky Panky Original Signature Lace Thong 5-Pack Panty,89.94999695,Mobile AL,30.6944,-88.0431,46.9754733,-122.8728005,3476.352672,2023-10-15 16:22:15.000000 UTC,2023-10-14 18:28:00.000000 UTC,2023-10-17 02:30:00.000000 UTC,-1314,3362,2048
72710,60,F,Eugene,Search,91309,Complete,12512,Intimates,Hanky Panky Signature Lace 3-Pack Original Thong and Garter Set,60,Mobile AL,30.6944,-88.0431,44.06796588,-123.0819502,3400.526249,2023-08-07 02:55:15.000000 UTC,2023-08-08 12:11:00.000000 UTC,2023-08-12 20:55:00.000000 UTC,1995,6284,8279
